stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_day,market_segment_type,avg_price_per_room,booking_status,email,booking_id
1,2,163,2018,5,20,Online,119.7,1,,INN15605
2,0,87,2018,6,26,Online,85.5,1,,INN15606
2,2,145,2018,7,30,Online,134.3,0,,INN15607
2,2,94,2018,12,23,Online,119.0,0,,INN15608
0,1,0,2017,12,22,Online,96.0,0,,INN15609
1,1,301,2018,7,30,Offline,115.0,1,,INN15610
0,2,0,2017,10,1,Online,135.5,0,,INN15611
0,4,55,2018,3,9,Online,56.94,0,,INN15612
0,1,30,2018,7,27,Online,125.1,0,,INN15613
2,1,91,2018,8,6,Online,133.2,0,,INN15614
2,2,61,2018,3,19,Offline,63.58,0,,INN15615
1,2,168,2018,4,22,Offline,85.0,1,,INN15616
1,2,8,2018,7,15,Online,154.33,0,,INN15617
0,1,4,2018,5,5,Online,165.0,0,,INN15618
0,1,19,2018,1,21,Online,77.0,0,,INN15619
0,2,64,2018,9,16,Online,149.4,0,,INN15620
0,2,245,2018,6,17,Offline,75.0,1,,INN15621
2,5,192,2018,8,18,Online,99.45,1,,INN15622
0,2,74,2017,9,18,Offline,101.5,0,,INN15623
0,2,84,2018,10,25,Online,80.1,0,,INN15624
2,1,28,2018,10,16,Online,219.0,1,,INN15625
2,5,13,2018,11,12,Online,59.33,0,,INN15626
0,1,22,2017,12,18,Corporate,65.0,0,,INN15627
0,3,122,2018,5,17,Online,94.5,0,,INN15628
2,3,25,2017,11,22,Offline,65.0,0,,INN15629
2,2,6,2018,4,1,Offline,95.0,0,,INN15630
0,3,118,2018,8,2,Online,118.8,0,,INN15631
2,2,99,2017,10,30,Offline,65.0,1,,INN15632
0,1,8,2018,11,5,Offline,130.0,0,,INN15633
1,3,63,2018,11,17,Online,88.4,0,,INN15634
0,3,73,2018,6,16,Online,149.4,0,,INN15635
1,1,6,2018,10,3,Online,164.5,0,,INN15636
2,1,32,2018,5,8,Online,126.9,0,,INN15637
2,1,2,2017,8,15,Offline,72.5,0,,INN15638
2,5,21,2018,12,20,Online,88.4,0,,INN15639
1,3,64,2018,3,28,Online,115.6,0,,INN15640
2,1,0,2018,10,1,Online,98.1,0,,INN15641
2,2,41,2018,10,16,Offline,85.5,0,,INN15642
0,1,8,2018,5,25,Online,119.0,0,,INN15643
2,1,150,2018,4,9,Online,0.0,0,,INN15644
0,3,12,2018,3,2,Online,133.33,0,,INN15645
1,4,93,2018,8,3,Online,134.1,1,,INN15646
1,3,60,2017,10,12,Offline,65.0,0,,INN15647
0,3,48,2018,3,31,Online,104.4,0,,INN15648
2,4,209,2018,7,2,Online,66.53,0,,INN15649
1,4,133,2018,6,13,Offline,106.0,0,,INN15650
2,3,256,2018,10,16,Online,100.75,1,,INN15651
1,3,83,2018,12,26,Online,90.32,0,,INN15652
2,1,145,2018,1,3,Offline,65.0,0,,INN15653
0,4,100,2018,9,28,Offline,140.0,0,,INN15654
2,3,12,2018,2,14,Online,129.0,0,,INN15655
0,2,67,2018,11,25,Offline,105.0,0,,INN15656
0,5,222,2018,12,27,Online,70.55,0,,INN15657
0,3,7,2018,1,19,Online,77.5,0,,INN15658
0,4,171,2018,7,20,Online,95.2,0,,INN15659
0,2,42,2018,3,11,Online,81.9,0,,INN15660
2,0,18,2017,12,6,Online,107.0,0,,INN15661
0,1,25,2018,11,29,Online,75.2,0,,INN15662
0,1,0,2018,10,13,Online,120.0,0,,INN15663
2,2,100,2018,7,3,Online,130.5,0,,INN15664
0,3,186,2018,11,24,Online,64.56,1,,INN15665
0,3,80,2018,11,24,Offline,68.0,0,,INN15666
2,4,75,2018,12,21,Online,88.4,0,,INN15667
1,2,418,2018,9,26,Offline,75.0,1,,INN15668
0,2,89,2018,9,2,Online,135.9,1,,INN15669
1,2,0,2018,2,12,Online,79.0,0,,INN15670
0,1,1,2018,1,14,Online,66.7,0,,INN15671
0,2,26,2018,12,16,Online,104.0,1,,INN15672
2,1,17,2018,1,16,Offline,38.0,0,,INN15673
1,5,123,2018,9,20,Online,143.1,1,,INN15674
1,2,32,2018,7,15,Online,168.3,1,,INN15675
0,1,0,2017,8,6,Online,90.0,0,,INN15676
2,1,39,2018,1,9,Offline,73.6,0,,INN15677
0,1,18,2018,11,19,Online,80.85,0,,INN15678
1,0,70,2018,7,31,Online,127.8,1,,INN15679
0,2,32,2017,11,20,Offline,73.0,0,,INN15680
0,1,100,2017,10,16,Offline,108.0,1,,INN15681
0,2,346,2018,9,13,Offline,115.0,1,,INN15682
0,2,41,2018,3,25,Online,140.4,1,,INN15683
1,2,14,2017,9,7,Online,111.33,0,,INN15684
0,4,33,2018,1,12,Online,55.59,0,,INN15685
1,0,3,2018,9,19,Corporate,67.0,0,,INN15686
0,1,8,2018,11,5,Offline,130.0,0,,INN15687
0,3,232,2018,11,24,Online,110.7,1,,INN15688
4,7,51,2018,3,13,Online,71.22,0,,INN15689
2,2,76,2018,4,10,Online,90.95,0,,INN15690
0,2,0,2018,6,21,Aviation,95.0,0,,INN15691
0,3,104,2017,12,3,Offline,75.0,0,,INN15692
0,2,164,2017,10,2,Offline,100.0,0,,INN15693
2,2,97,2018,11,27,Online,74.8,1,,INN15694
1,1,301,2018,7,30,Offline,90.0,0,,INN15695
2,1,52,2018,3,19,Offline,107.0,0,,INN15696
0,2,6,2017,12,10,Online,0.0,0,,INN15697
0,2,1,2018,6,17,Online,77.71,0,,INN15698
0,2,107,2018,6,10,Offline,130.0,0,,INN15699
2,0,13,2018,6,12,Online,115.0,1,,INN15700
1,0,7,2017,10,12,Corporate,65.0,0,,INN15701
0,3,0,2018,5,26,Online,149.0,0,,INN15702
0,3,151,2018,1,19,Offline,80.0,0,,INN15703
1,4,19,2017,8,31,Online,102.0,0,,INN15704
0,3,10,2018,2,25,Online,93.0,1,,INN15705
1,2,309,2018,5,13,Offline,101.0,1,,INN15706
2,4,125,2017,7,15,Online,76.5,1,,INN15707
0,3,151,2018,1,19,Offline,80.0,0,,INN15708
0,3,1,2018,12,13,Online,78.0,0,,INN15709
2,3,8,2017,10,4,Online,133.6,0,,INN15710
0,1,2,2018,3,30,Online,89.0,0,,INN15711
0,4,270,2018,4,20,Offline,62.8,1,,INN15712
2,4,4,2018,2,28,Offline,80.2,0,,INN15713
2,1,17,2018,2,21,Offline,87.0,0,,INN15714
0,1,10,2018,7,16,Online,139.0,1,,INN15715
1,3,85,2018,10,6,Offline,85.0,0,,INN15716
1,4,117,2018,8,22,Online,159.3,1,,INN15717
0,3,2,2018,6,7,Online,121.0,0,,INN15718
2,1,12,2018,9,18,Online,171.33,0,,INN15719
0,4,77,2018,5,31,Online,198.9,0,,INN15720
2,5,88,2017,10,31,Online,54.63,0,,INN15721
2,1,238,2018,12,31,Online,86.7,1,,INN15722
0,1,4,2017,11,17,Online,100.0,0,,INN15723
1,3,212,2018,9,26,Online,129.65,1,,INN15724
0,4,95,2018,12,7,Online,119.0,0,,INN15725
1,1,48,2018,8,22,Online,144.9,0,,INN15726
0,3,240,2018,8,18,Online,85.5,1,,INN15727
0,2,107,2018,11,24,Online,90.0,0,,INN15728
0,4,61,2018,11,16,Online,74.8,1,,INN15729
2,0,47,2018,10,2,Online,127.0,1,,INN15730
0,1,1,2018,5,13,Online,129.0,0,,INN15731
1,1,87,2018,8,8,Online,135.27,0,,INN15732
0,2,39,2017,8,14,Offline,101.5,0,,INN15733
0,2,6,2018,5,24,Corporate,110.0,0,,INN15734
0,3,27,2018,12,7,Online,113.0,0,,INN15735
0,3,184,2018,11,24,Online,69.9,1,,INN15736
2,2,193,2018,8,26,Online,95.2,1,,INN15737
0,2,31,2018,2,5,Online,67.5,1,,INN15738
0,4,253,2018,5,4,Offline,90.0,1,,INN15739
2,3,171,2018,8,4,Online,92.82,1,,INN15740
0,1,0,2018,8,18,Online,158.0,1,,INN15741
0,2,188,2018,6,15,Offline,130.0,1,,INN15742
1,3,13,2017,12,28,Offline,52.5,0,,INN15743
0,1,122,2018,5,11,Online,105.3,1,,INN15744
0,1,3,2018,2,25,Corporate,80.0,1,,INN15745
2,2,230,2018,9,18,Online,119.85,1,,INN15746
2,3,294,2018,12,29,Online,82.11,0,,INN15747
0,3,95,2018,3,23,Online,81.5,0,,INN15748
0,2,12,2018,12,30,Online,147.0,0,,INN15749
0,1,0,2018,10,13,Online,155.0,0,,INN15750
0,3,79,2018,12,7,Offline,105.0,0,,INN15751
0,1,0,2017,10,6,Online,114.0,0,,INN15752
0,1,0,2018,1,6,Corporate,66.0,0,,INN15753
2,5,77,2017,7,7,Online,76.5,1,,INN15754
1,3,51,2018,11,3,Online,90.0,1,,INN15755
0,2,69,2018,4,21,Online,137.7,0,,INN15756
2,1,2,2017,8,1,Offline,94.5,1,,INN15757
2,1,124,2018,8,7,Online,114.3,1,,INN15758
0,2,265,2018,6,24,Offline,115.0,1,,INN15759
1,2,224,2017,10,2,Offline,65.0,0,,INN15760
1,2,207,2018,12,30,Offline,95.0,0,,INN15761
2,1,192,2018,7,31,Online,105.3,1,,INN15762
1,4,64,2018,4,25,Online,119.17,0,,INN15763
2,4,64,2018,4,23,Online,115.03,0,,INN15764
2,2,1,2017,8,8,Online,90.0,0,,INN15765
0,2,32,2018,11,8,Online,143.28,1,,INN15766
0,2,20,2018,9,16,Online,174.0,0,,INN15767
0,2,23,2018,12,30,Online,148.0,0,,INN15768
1,2,14,2018,9,2,Online,145.67,0,,INN15769
0,2,211,2018,5,20,Offline,100.0,1,,INN15770
2,1,1,2018,2,7,Offline,51.5,0,,INN15771
1,2,101,2018,4,4,Offline,80.0,1,,INN15772
2,5,259,2018,12,28,Online,73.41,0,,INN15773
0,3,19,2017,10,6,Offline,90.0,0,,INN15774
2,3,54,2018,8,11,Offline,85.0,1,,INN15775
0,4,54,2017,11,18,Offline,60.0,0,,INN15776
1,0,49,2018,7,11,Online,93.15,1,,INN15777
0,2,18,2018,2,19,Online,93.0,0,,INN15778
2,2,204,2017,10,9,Offline,72.75,0,,INN15779
1,0,286,2018,10,16,Offline,90.0,1,,INN15780
0,2,2,2018,6,2,Online,120.0,0,,INN15781
1,3,195,2018,7,18,Online,158.95,1,,INN15782
1,0,65,2018,12,18,Corporate,87.0,0,,INN15783
2,5,176,2018,8,8,Online,112.2,1,,INN15784
1,2,105,2017,10,12,Offline,110.0,1,,INN15785
1,2,36,2018,10,28,Online,109.0,0,,INN15786
0,2,180,2018,8,26,Online,85.5,1,,INN15787
0,3,111,2018,6,1,Offline,96.67,0,,INN15788
0,1,9,2018,4,6,Online,0.0,0,,INN15789
0,2,2,2017,10,30,Offline,72.25,0,,INN15790
0,1,8,2018,9,13,Corporate,40.0,0,,INN15791
0,1,2,2018,10,6,Corporate,110.0,0,,INN15792
2,1,27,2018,3,6,Offline,66.0,0,,INN15793
0,2,265,2018,6,24,Offline,115.0,1,,INN15794
0,2,14,2017,10,15,Offline,100.0,0,,INN15795
0,2,14,2018,9,15,Online,167.2,0,,INN15796
0,1,23,2018,5,21,Online,140.4,1,,INN15797
1,2,5,2017,10,19,Offline,90.0,0,,INN15798
0,2,6,2018,3,1,Corporate,66.0,0,,INN15799
1,2,309,2018,5,13,Offline,101.0,1,,INN15800
0,1,43,2018,11,15,Online,99.2,0,,INN15801
2,1,145,2017,8,29,Offline,72.5,0,,INN15802
1,0,5,2018,7,25,Corporate,65.0,0,,INN15803
1,3,100,2018,5,19,Online,136.0,0,,INN15804
2,0,30,2018,9,4,Online,110.97,1,,INN15805
0,2,14,2018,4,15,Online,142.0,0,,INN15806
0,2,45,2018,3,11,Online,71.1,1,,INN15807
2,2,1,2018,8,26,Online,96.3,0,,INN15808
1,3,107,2018,6,13,Online,87.67,0,,INN15809
2,1,117,2017,8,1,Offline,94.5,1,,INN15810
0,1,20,2018,10,13,Corporate,67.0,0,,INN15811
1,4,77,2018,7,4,Online,159.3,0,,INN15812
2,0,386,2018,10,23,Offline,90.0,0,,INN15813
0,2,265,2018,6,24,Offline,115.0,1,,INN15814
0,3,335,2018,10,13,Offline,80.0,0,,INN15815
0,1,221,2018,8,12,Offline,96.0,0,,INN15816
2,5,70,2018,12,3,Online,167.45,0,,INN15817
2,7,35,2018,12,7,Online,79.2,1,,INN15818
1,2,6,2017,8,14,Online,95.33,0,,INN15819
1,0,71,2018,10,16,Online,151.2,0,,INN15820
2,4,107,2017,12,23,Online,46.63,0,,INN15821
2,0,11,2018,6,26,Online,116.0,1,,INN15822
2,5,44,2018,2,21,Online,66.29,0,,INN15823
0,4,30,2018,11,15,Online,96.9,1,,INN15824
1,4,72,2018,4,11,Online,79.56,0,,INN15825
0,4,123,2018,5,4,Online,107.95,1,,INN15826
2,5,134,2018,8,1,Online,132.48,1,,INN15827
1,4,19,2018,4,11,Online,111.4,1,,INN15828
0,4,115,2018,8,3,Online,77.18,0,,INN15829
0,2,5,2018,8,26,Online,149.0,0,,INN15830
2,3,61,2018,11,6,Online,155.52,0,,INN15831
0,2,53,2018,11,4,Online,88.0,0,,INN15832
0,3,12,2018,10,25,Online,130.0,0,,INN15833
0,1,2,2018,5,11,Corporate,89.0,0,,INN15834
0,1,0,2018,12,14,Corporate,65.0,0,,INN15835
0,3,13,2018,4,26,Offline,73.0,0,,INN15836
0,2,104,2018,5,3,Online,105.3,0,,INN15837
0,2,119,2018,8,16,Online,114.3,0,,INN15838
2,2,81,2018,11,6,Online,146.6,0,,INN15839
0,1,162,2018,8,27,Online,96.3,1,,INN15840
0,1,1,2018,3,8,Online,116.0,0,,INN15841
1,3,32,2018,8,29,Online,101.03,1,,INN15842
2,1,35,2018,8,20,Offline,85.0,0,,INN15843
0,2,2,2018,8,16,Online,177.5,0,,INN15844
1,3,282,2018,12,29,Online,115.6,0,,INN15845
0,1,2,2018,12,21,Corporate,67.0,0,,INN15846
1,1,46,2018,4,4,Online,107.1,1,,INN15847
1,0,2,2018,8,1,Online,109.0,0,,INN15848
0,3,96,2018,7,6,Online,114.3,0,,INN15849
0,3,304,2018,11,3,Offline,89.0,1,,INN15850
2,3,38,2018,11,6,Online,157.14,1,,INN15851
0,2,30,2018,6,2,Offline,140.0,0,,INN15852
2,5,15,2018,2,4,Online,65.2,0,,INN15853
2,2,2,2018,11,13,Online,80.75,0,,INN15854
0,1,105,2018,4,6,Offline,75.0,1,,INN15855
2,3,3,2018,11,3,Online,146.4,0,,INN15856
0,2,141,2018,5,18,Offline,115.61,0,,INN15857
2,1,76,2018,7,24,Online,94.0,0,,INN15858
2,1,41,2018,8,13,Online,168.3,0,,INN15859
2,2,131,2018,10,21,Online,86.9,0,,INN15860
0,2,57,2018,10,14,Online,139.5,1,,INN15861
2,1,67,2018,4,3,Online,128.7,1,,INN15862
2,2,40,2018,8,5,Online,125.1,0,,INN15863
0,2,132,2018,11,25,Online,79.2,0,,INN15864
2,4,120,2018,9,14,Online,129.6,1,,INN15865
0,1,7,2018,11,9,Corporate,67.0,0,,INN15866
1,2,9,2018,8,15,Online,159.0,0,,INN15867
0,1,116,2018,8,12,Online,202.74,1,,INN15868
2,1,14,2017,12,5,Offline,38.67,0,,INN15869
2,2,10,2018,4,29,Online,172.0,0,,INN15870
2,3,24,2018,10,16,Offline,85.0,0,,INN15871
0,1,15,2018,2,19,Corporate,81.0,0,,INN15872
0,4,296,2018,9,21,Offline,117.0,1,,INN15873
2,0,15,2018,9,11,Online,109.0,0,,INN15874
0,2,377,2018,10,14,Offline,115.0,1,,INN15875
2,3,77,2018,4,10,Online,100.84,0,,INN15876
1,4,26,2018,3,7,Offline,87.0,0,,INN15877
0,2,29,2018,10,5,Online,152.0,0,,INN15878
1,1,6,2018,4,16,Online,152.0,1,,INN15879
0,2,17,2018,11,25,Online,88.0,1,,INN15880
0,2,14,2018,11,8,Online,134.75,0,,INN15881
2,3,137,2018,12,24,Online,117.3,0,,INN15882
0,3,209,2018,10,5,Online,98.1,1,,INN15883
1,2,305,2018,11,4,Offline,89.0,1,,INN15884
0,4,74,2018,9,14,Online,168.3,0,,INN15885
0,1,0,2018,10,15,Online,140.0,0,,INN15886
0,2,44,2018,10,28,Offline,100.0,0,,INN15887
2,5,85,2018,4,7,Online,97.02,0,,INN15888
0,3,112,2018,9,15,Online,94.81,0,,INN15889
2,0,35,2018,3,27,Online,107.1,0,,INN15890
0,4,147,2018,5,4,Online,101.7,1,,INN15891
0,2,70,2018,11,25,Offline,75.0,0,,INN15892
1,0,10,2018,6,27,Corporate,65.0,0,,INN15893
0,2,320,2018,8,18,Offline,115.0,1,,INN15894
2,2,103,2018,12,9,Online,119.0,1,,INN15895
2,1,172,2018,8,21,Offline,82.45,0,,INN15896
2,2,73,2018,4,2,Offline,80.75,0,,INN15897
0,3,151,2018,1,19,Offline,80.0,0,,INN15898
0,1,7,2018,11,29,Online,103.0,0,,INN15899
0,2,30,2018,6,2,Offline,140.0,0,,INN15900
0,4,270,2018,4,20,Offline,80.0,0,,INN15901
1,5,0,2018,8,9,Online,170.0,0,,INN15902
0,2,17,2017,12,18,Online,87.0,0,,INN15903
1,3,66,2018,10,17,Online,118.8,0,,INN15904
1,3,66,2018,11,7,Online,179.1,0,,INN15905
0,2,265,2018,6,24,Offline,115.0,1,,INN15906
0,2,377,2018,10,14,Offline,115.0,1,,INN15907
0,1,105,2018,4,6,Offline,75.0,1,,INN15908
2,1,117,2018,3,12,Offline,55.0,0,,INN15909
0,1,0,2018,8,16,Online,207.0,0,,INN15910
2,1,131,2017,8,15,Offline,94.5,0,,INN15911
4,7,16,2018,12,10,Online,133.6,0,,INN15912
2,3,115,2018,2,27,Offline,75.0,0,,INN15913
2,2,31,2018,12,3,Online,237.75,0,,INN15914
1,2,14,2017,10,19,Online,120.0,0,,INN15915
0,1,12,2018,7,20,Online,89.0,1,,INN15916
0,1,46,2018,11,22,Online,79.2,1,,INN15917
0,2,102,2017,10,16,Offline,109.0,0,,INN15918
2,4,66,2018,5,5,Offline,85.0,0,,INN15919
0,5,28,2018,12,20,Online,74.8,1,,INN15920
2,6,132,2018,7,12,Offline,96.9,0,,INN15921
0,4,204,2017,8,12,Online,76.5,0,,INN15922
1,2,61,2018,11,4,Online,79.2,1,,INN15923
1,2,68,2018,10,10,Online,136.3,0,,INN15924
0,3,172,2018,8,25,Online,109.8,1,,INN15925
0,2,192,2018,6,24,Offline,95.0,0,,INN15926
0,4,16,2018,11,16,Offline,68.0,0,,INN15927
0,1,56,2018,6,8,Offline,120.0,0,,INN15928
2,1,108,2018,12,10,Online,79.2,1,,INN15929
0,4,21,2018,6,1,Online,175.95,0,,INN15930
0,3,122,2018,12,8,Online,68.0,0,,INN15931
2,1,57,2018,10,30,Online,103.8,0,,INN15932
0,2,102,2017,10,16,Offline,80.0,1,,INN15933
0,3,151,2018,1,19,Offline,70.0,0,,INN15934
0,2,273,2017,7,17,Offline,109.0,1,,INN15935
0,1,37,2018,5,13,Online,116.1,1,,INN15936
0,3,12,2017,8,5,Corporate,65.0,0,,INN15937
1,2,256,2017,9,14,Offline,76.67,0,,INN15938
2,3,60,2018,3,5,Online,84.45,0,,INN15939
2,1,116,2018,2,28,Offline,61.0,1,,INN15940
0,2,377,2018,10,14,Offline,115.0,1,,INN15941
1,3,35,2018,11,7,Online,174.25,0,,INN15942
1,3,100,2018,5,2,Online,132.18,1,,INN15943
0,1,1,2018,3,30,Online,89.0,0,,INN15944
1,4,275,2018,10,5,Offline,90.0,1,,INN15945
0,3,21,2017,9,16,Online,161.33,0,,INN15946
0,1,7,2018,2,27,Online,92.0,0,,INN15947
0,4,91,2018,5,4,Offline,127.5,0,,INN15948
2,2,190,2018,9,30,Online,175.1,1,,INN15949
0,2,122,2018,4,15,Offline,85.0,1,,INN15950
1,2,34,2018,11,7,Online,169.2,0,,INN15951
1,3,18,2018,9,26,Online,149.0,0,,INN15952
2,3,29,2018,5,19,Online,136.32,0,,INN15953
2,3,32,2018,11,10,Online,91.05,0,,INN15954
2,3,127,2018,4,16,Online,55.9,0,,INN15955
2,2,44,2018,10,14,Online,148.28,0,,INN15956
1,0,19,2018,6,12,Online,94.35,0,,INN15957
0,4,112,2018,12,6,Online,97.75,1,,INN15958
2,1,16,2018,1,17,Online,71.6,0,,INN15959
0,3,5,2017,9,1,Online,96.0,0,,INN15960
0,1,2,2018,5,11,Corporate,67.0,0,,INN15961
0,3,63,2018,11,10,Online,118.33,0,,INN15962
1,4,117,2018,7,27,Offline,72.25,0,,INN15963
2,2,17,2018,10,7,Online,117.04,0,,INN15964
0,1,31,2017,10,2,Online,111.6,1,,INN15965
0,3,8,2017,8,13,Online,90.0,0,,INN15966
0,1,115,2018,10,13,Online,108.0,1,,INN15967
2,1,2,2017,8,1,Offline,94.5,1,,INN15968
0,2,60,2018,9,29,Online,149.77,0,,INN15969
1,2,31,2018,9,16,Offline,75.0,0,,INN15970
0,3,58,2018,1,27,Offline,81.0,0,,INN15971
0,1,15,2018,2,19,Corporate,81.0,0,,INN15972
0,2,86,2017,9,24,Offline,105.0,0,,INN15973
1,2,114,2018,7,1,Offline,75.0,1,,INN15974
0,2,9,2018,9,15,Online,149.0,1,,INN15975
0,2,0,2017,8,14,Offline,109.0,0,,INN15976
0,2,122,2018,4,15,Offline,85.0,1,,INN15977
0,3,35,2018,2,11,Online,89.3,0,,INN15978
1,3,220,2018,10,20,Online,80.75,0,,INN15979
2,1,121,2018,4,30,Online,91.5,0,,INN15980
1,2,6,2018,8,15,Online,180.67,0,,INN15981
1,3,148,2018,8,15,Online,136.43,1,,INN15982
0,2,39,2017,8,14,Offline,109.0,0,,INN15983
2,1,145,2017,8,29,Offline,94.5,0,,INN15984
0,2,68,2017,9,29,Offline,65.0,0,,INN15985
1,1,159,2018,4,9,Offline,70.0,0,,INN15986
1,3,91,2018,8,1,Online,134.1,0,,INN15987
0,2,167,2018,10,5,Offline,78.2,1,,INN15988
0,3,166,2018,11,1,Offline,110.0,1,,INN15989
0,3,76,2017,11,19,Online,72.25,0,,INN15990
1,2,114,2018,7,1,Offline,75.0,1,,INN15991
0,1,15,2017,9,17,Online,95.48,0,,INN15992
1,1,32,2018,6,20,Online,103.35,0,,INN15993
2,5,69,2017,7,22,Online,76.5,1,,INN15994
1,1,188,2018,8,13,Online,105.3,1,,INN15995
2,4,245,2018,7,6,Offline,110.0,1,,INN15996
0,5,140,2017,12,29,Offline,70.0,0,,INN15997
1,3,157,2018,3,24,Online,106.2,1,,INN15998
0,2,44,2018,3,17,Online,103.95,0,,INN15999
0,1,63,2017,10,15,Online,89.25,0,,INN16000
1,2,10,2018,2,19,Offline,69.0,0,,INN16001
0,1,105,2018,4,6,Offline,75.0,1,,INN16002
2,5,140,2018,4,16,Offline,89.75,0,,INN16003
1,5,41,2018,12,27,Offline,70.0,0,,INN16004
0,3,86,2018,12,8,Online,122.0,1,,INN16005
0,2,59,2018,12,29,Online,131.4,0,,INN16006
0,3,71,2018,5,10,Offline,98.0,0,,INN16007
0,1,115,2018,8,6,Online,146.7,1,,INN16008
0,2,64,2018,5,17,Corporate,140.0,1,,INN16009
0,2,177,2018,6,3,Offline,100.0,1,,INN16010
2,1,83,2018,11,20,Online,93.6,1,,INN16011
0,1,0,2018,6,22,Online,129.0,0,,INN16012
2,2,212,2018,10,9,Online,75.23,1,,INN16013
0,1,28,2017,12,18,Corporate,65.0,0,,INN16014
0,5,148,2018,7,19,Online,79.2,0,,INN16015
0,2,141,2018,9,23,Online,163.8,0,,INN16016
1,4,35,2018,10,31,Offline,105.0,0,,INN16017
2,3,86,2018,5,22,Online,198.9,0,,INN16018
1,0,134,2018,8,7,Online,146.7,1,,INN16019
1,0,87,2018,6,26,Online,96.3,1,,INN16020
1,0,3,2018,7,11,Corporate,65.0,0,,INN16021
4,5,114,2018,7,17,Online,191.0,1,,INN16022
1,2,3,2018,1,18,Corporate,66.0,0,,INN16023
2,3,86,2018,6,17,Online,126.9,0,,INN16024
1,0,44,2018,11,21,Online,131.4,0,,INN16025
0,2,130,2018,11,25,Online,90.0,0,,INN16026
0,4,58,2018,6,28,Online,131.4,0,,INN16027
1,1,36,2018,2,15,Online,69.52,0,,INN16028
0,2,69,2017,9,22,Offline,83.0,0,,INN16029
2,2,17,2018,11,18,Online,107.5,0,,INN16030
0,1,4,2017,12,11,Complementary,0.0,0,,INN16031
1,4,5,2018,10,17,Online,160.0,0,,INN16032
0,2,346,2018,9,13,Offline,90.0,1,,INN16033
0,1,7,2017,9,29,Online,195.7,0,,INN16034
0,1,45,2018,4,28,Online,106.2,0,,INN16035
2,2,140,2018,6,19,Online,127.71,0,,INN16036
0,1,4,2018,3,11,Corporate,90.0,0,,INN16037
0,1,26,2018,10,29,Online,130.0,0,,INN16038
2,1,117,2017,8,1,Offline,94.5,0,,INN16039
2,1,197,2018,10,8,Online,108.9,1,,INN16040
1,0,4,2018,1,10,Online,82.0,0,,INN16041
0,4,333,2018,12,21,Online,73.95,1,,INN16042
0,1,105,2018,4,6,Offline,75.0,1,,INN16043
1,4,61,2017,10,19,Online,89.25,0,,INN16044
2,2,35,2018,2,7,Online,80.3,0,,INN16045
2,3,54,2018,12,25,Online,72.63,0,,INN16046
2,1,116,2018,2,28,Offline,61.0,1,,INN16047
2,5,226,2018,8,8,Online,90.95,0,,INN16048
0,3,7,2018,2,11,Offline,116.0,0,,INN16049
1,3,118,2018,6,6,Offline,110.0,0,,INN16050
0,3,213,2018,6,7,Offline,130.0,1,,INN16051
0,3,87,2018,4,26,Online,96.3,0,,INN16052
1,2,12,2018,10,24,Aviation,110.0,0,,INN16053
2,1,24,2018,12,31,Online,137.33,0,,INN16054
2,3,219,2017,9,4,Offline,74.0,0,,INN16055
2,3,5,2018,3,26,Online,163.0,0,,INN16056
2,1,1,2018,2,20,Online,81.0,0,,INN16057
1,0,3,2018,11,21,Online,95.0,1,,INN16058
2,2,39,2018,9,9,Online,168.3,0,,INN16059
0,4,92,2017,10,7,Offline,70.0,0,,INN16060
1,1,169,2018,8,22,Online,105.3,1,,INN16061
0,2,110,2018,5,13,Online,121.59,0,,INN16062
2,1,1,2018,2,28,Offline,60.0,1,,INN16063
0,2,155,2018,8,26,Online,143.07,1,,INN16064
0,1,5,2017,10,21,Online,0.0,0,,INN16065
0,2,320,2018,8,18,Offline,115.0,1,,INN16066
1,1,0,2018,1,18,Offline,64.5,0,,INN16067
0,1,45,2018,6,1,Online,125.1,0,,INN16068
0,1,48,2017,9,11,Offline,104.0,0,,INN16069
1,2,75,2018,4,18,Offline,72.25,0,,INN16070
0,1,7,2018,6,30,Online,151.0,0,,INN16071
2,1,52,2018,5,15,Online,140.4,0,,INN16072
0,1,60,2018,3,10,Online,76.5,1,,INN16073
0,3,131,2018,5,5,Online,99.9,1,,INN16074
1,2,81,2018,12,16,Offline,75.0,0,,INN16075
3,9,134,2018,7,13,Online,113.62,0,,INN16076
0,1,1,2018,6,3,Online,221.0,1,,INN16077
2,3,8,2018,3,17,Online,133.4,0,,INN16078
1,3,211,2018,8,25,Online,90.95,1,,INN16079
1,0,19,2018,9,19,Offline,118.15,1,,INN16080
1,0,191,2018,5,15,Online,106.2,1,,INN16081
1,1,66,2018,3,19,Online,114.3,0,,INN16082
0,4,104,2018,5,4,Online,111.78,1,,INN16083
2,2,18,2017,12,4,Online,93.88,0,,INN16084
0,1,2,2018,8,17,Online,100.1,0,,INN16085
0,1,37,2018,7,1,Online,131.4,1,,INN16086
1,0,74,2018,10,3,Online,91.48,0,,INN16087
0,1,3,2017,10,22,Online,97.02,0,,INN16088
2,3,62,2018,1,17,Offline,57.0,0,,INN16089
2,6,174,2018,7,26,Online,99.45,0,,INN16090
1,2,66,2017,10,9,Offline,65.0,0,,INN16091
1,2,39,2017,11,13,Online,96.3,0,,INN16092
0,2,103,2018,4,19,Offline,115.0,1,,INN16093
